Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000003190,Bcl2l12,Gene Expression,0.01395206196275726,0.01958389540410499,0.04164060724300692,93,0.03588635841938465,89
ENSMUSG00000036093,Arl5a,Gene Expression,0.01395193159344446,0.020579271444380653,0.04359507146233905,2138,0.7291708123681917,1436
ENSMUSG00000067276,Capn6,Gene Expression,0.013949268997237646,0.019152471848377095,0.04080775582379787,59,0.018358129469278346,55
ENSMUSG00000054414,Slc30a7,Gene Expression,0.013947677621489341,0.02039718199349072,0.04324455179301066,322,0.10690190523267476,302
ENSMUSG00000054894,Dmac2l,Gene Expression,0.013944651746480267,0.020579488076409858,0.04359507146233905,735,0.24052274153504977,624
ENSMUSG00000029338,Antxr2,Gene Expression,0.013939151094906644,0.01845619177621205,0.03945223323841709,43,0.015364212390856941,42
ENSMUSG00000115970,8430426J06Rik,Gene Expression,0.013938753586975923,0.014797240338072282,0.032100792556003906,13,0.004950712388063024,13
ENSMUSG00000032217,Rnf111,Gene Expression,0.013936228515133356,0.020675924305168403,0.043794843687532704,981,0.32389522878721927,770
ENSMUSG00000019861,Gopc,Gene Expression,0.013935816876164303,0.02070882971930632,0.04386002038695145,1371,0.4446257037356639,1023
ENSMUSG00000097823,Gm16701,Gene Expression,0.013931247090779189,0.020511942327957833,0.043473019645129826,261,0.0830248638343425,246
ENSMUSG00000024168,Tmem204,Gene Expression,0.013924754363956822,0.02057746485182399,0.04359507146233905,309,0.11372277535153608,286
ENSMUSG00000042502,Cd2bp2,Gene Expression,0.013922625853860464,0.020834660133558947,0.04411287826278831,1814,0.6018212280683312,1272
ENSMUSG00000113165,Gm47863,Gene Expression,0.013921846659030353,0.019331020054991432,0.04115181197205443,48,0.019042710279569903,48
ENSMUSG00000074604,Mgst2,Gene Expression,0.01391487106927762,0.015581192159703106,0.033673470621601156,14,0.00446230399456378,14
ENSMUSG00000056553,Ptprn2,Gene Expression,0.013912700483309922,0.02040591580100748,0.04325860429428311,135,0.042483426468472855,131
ENSMUSG00000111205,Gm39307,Gene Expression,0.013907448935933433,0.010135996679441872,0.022567889431283607,6,0.0016205479128084672,6
ENSMUSG00000024457,Trim26,Gene Expression,0.01390652074302702,0.020885950428001232,0.044207806057372484,567,0.1869675286466508,487
ENSMUSG00000028889,Yrdc,Gene Expression,0.013905753970448593,0.02095268517832416,0.04433535526866738,1021,0.32585374422922125,795
ENSMUSG00000049686,Orai1,Gene Expression,0.01390049470738195,0.020876178353069097,0.044191675227764196,421,0.14905320294605337,380
ENSMUSG00000026923,Notch1,Gene Expression,0.013900342423520303,0.020875454272086813,0.044191675227764196,446,0.16925830264417277,394
ENSMUSG00000047412,Zbtb44,Gene Expression,0.013899497884990996,0.02100142980085562,0.04442477078138157,892,0.2925483084249639,744
ENSMUSG00000044258,Ctla2a,Gene Expression,0.013899278321128042,0.020733550623195374,0.043903325500198494,317,0.1124819360236431,277
ENSMUSG00000035372,1810055G02Rik,Gene Expression,0.013898693694497852,0.02098069614637943,0.04439005372103182,711,0.2327920759321438,614
ENSMUSG00000027435,Cd93,Gene Expression,0.013897313451932299,0.019880791173518597,0.04223691560173382,74,0.029589332377797244,72
ENSMUSG00000090206,Tepp,Gene Expression,0.013891840779475964,0.0191873230857178,0.04087777304500534,43,0.013250721334135159,42
ENSMUSG00000023026,Dip2b,Gene Expression,0.013889785517245899,0.0211146168203864,0.04464580979395,1644,0.586773983556267,1216
ENSMUSG00000037997,Parp11,Gene Expression,0.013887062426029509,0.02099049374549833,0.044406209814387566,396,0.12789992105200518,356
ENSMUSG00000038525,Armc10,Gene Expression,0.0138867947534956,0.021013698240365253,0.0444415705837002,703,0.2295949765648986,571
ENSMUSG00000086822,5330413P13Rik,Gene Expression,0.013885880536980973,0.019805129422520995,0.04208487576088864,59,0.01887240701692049,57
ENSMUSG00000068580,Zfyve19,Gene Expression,0.013885154764892218,0.021106384412948875,0.04463299653933316,736,0.24241911254086948,630
ENSMUSG00000037089,Slc35b2,Gene Expression,0.013882505331738557,0.02118850042932019,0.04479742233404898,1509,0.5214432764657438,1118
ENSMUSG00000097709,2810429I04Rik,Gene Expression,0.013882213931405358,0.018955749056718263,0.0404179458869974,35,0.01210867772427148,34
ENSMUSG00000005667,Mthfd2,Gene Expression,0.013882031786156417,0.021012299880776686,0.0444415705837002,372,0.12906150544377012,342
ENSMUSG00000015478,Rnf5,Gene Expression,0.013879937976202524,0.021228076766908188,0.04487647757762521,3430,1.1836565181856127,1899
ENSMUSG00000039899,Fgl2,Gene Expression,0.013878563353611663,0.0193319770902598,0.04115181197205443,67,0.02557930062614143,63
ENSMUSG00000028911,Srsf4,Gene Expression,0.013870133438309448,0.021307263914777996,0.045029979412118004,1787,0.612371874101317,1272
ENSMUSG00000031631,Cfap97,Gene Expression,0.013865478663969833,0.021268113169873093,0.044953788919479064,641,0.21435984875696587,554
ENSMUSG00000043659,Npsr1,Gene Expression,0.013859649600386274,0.0190749682982021,0.04065948835010001,39,0.012060021976314367,36
ENSMUSG00000018796,Acsl1,Gene Expression,0.01385213855874399,0.02144546841863848,0.04530807313785571,1146,0.39058856312501783,909
ENSMUSG00000028655,Mfsd2a,Gene Expression,0.013851141224472861,0.021426666869160282,0.045273006701638266,1070,0.39060243627432784,855
ENSMUSG00000039307,Hexdc,Gene Expression,0.013847082222071256,0.021475119952174104,0.045366052884058074,907,0.2974297574944389,735
ENSMUSG00000028643,Svbp,Gene Expression,0.013844362935871149,0.021538885589983403,0.045491401825909224,1500,0.5118954847888896,1088
ENSMUSG00000075020,Mir670hg,Gene Expression,0.013836548217435166,0.021411970327629648,0.04524660753042825,326,0.10937103072355873,300
ENSMUSG00000107728,Gm38910,Gene Expression,0.013836171136949736,0.02092503418997782,0.04428140733404454,112,0.03637497818424689,110
ENSMUSG00000060288,Ppih,Gene Expression,0.01382903285662943,0.02164181999749326,0.04569471223314507,817,0.26265314346325636,691
ENSMUSG00000026601,Axdnd1,Gene Expression,0.013824491100157403,0.014781126149890467,0.03207260832523762,12,0.003439661419497536,11
ENSMUSG00000034371,Tkfc,Gene Expression,0.013822947039258827,0.021525863445644555,0.045468572756253524,370,0.12229462946834611,338
ENSMUSG00000028820,Sfpq,Gene Expression,0.013822240563225766,0.021756841001275395,0.04590925857951949,3103,1.0390771882257512,1763
ENSMUSG00000086429,Gt(ROSA)26Sor,Gene Expression,0.013820787063591225,0.021707389853825587,0.0458190298116709,826,0.2721990032757224,688
ENSMUSG00000021823,Vcl,Gene Expression,0.013813939971113999,0.021751643314486868,0.045903005675687544,734,0.26270812270189603,629
ENSMUSG00000074582,Arfgef2,Gene Expression,0.013812739783039827,0.02182295173742954,0.04603930175536584,1280,0.4179603043674445,966
ENSMUSG00000000266,Mid2,Gene Expression,0.013811740840949471,0.02169604073273934,0.04579978019044359,510,0.16786700607657154,449
ENSMUSG00000079179,Rab10os,Gene Expression,0.013786397122108593,0.022029058044142458,0.04646934679729568,784,0.2631342921680097,665
ENSMUSG00000079480,Pin4,Gene Expression,0.013784716851394511,0.022108207671081237,0.0466171629266851,3210,1.0827895202079367,1793
ENSMUSG00000028107,Tars2,Gene Expression,0.013783366913362776,0.022076553227634355,0.0465551949813714,1007,0.33356751902296505,828
ENSMUSG00000032557,Uba5,Gene Expression,0.013777285261751147,0.02217437458152527,0.04673749373169746,2031,0.6627940218442105,1328
ENSMUSG00000078861,Zfp931,Gene Expression,0.013775272934696716,0.02206772090673348,0.046541346710597745,510,0.1677057469748489,450
ENSMUSG00000093445,Lrch4,Gene Expression,0.013774350351771264,0.022051900074575803,0.04651275514703135,447,0.14317527141720032,393
ENSMUSG00000025144,Cenpx,Gene Expression,0.013774331201591437,0.022185297270016946,0.04674612790925416,1592,0.5352394027206295,1129
ENSMUSG00000031634,Ufsp2,Gene Expression,0.01377191469963083,0.022218872072165885,0.04680247183949307,1600,0.5220732846804111,1163
ENSMUSG00000023348,Trip6,Gene Expression,0.013770723483259511,0.021819442680082846,0.04603662631402095,204,0.0723901745251441,184
ENSMUSG00000025423,Pias2,Gene Expression,0.013767928083894286,0.02221786278689475,0.04680247183949307,947,0.31078325294417325,772
ENSMUSG00000038957,Edc3,Gene Expression,0.013766726791669704,0.02222730946510998,0.046810645376854886,856,0.2802390824103795,708
ENSMUSG00000022160,Mettl3,Gene Expression,0.01376394317979478,0.022150937089478795,0.046692884420916514,443,0.14164492375480217,394
ENSMUSG00000027937,Jtb,Gene Expression,0.013762254274492628,0.022323837246079004,0.046999478620972236,2515,0.817602422071608,1535
ENSMUSG00000035762,Tmem161b,Gene Expression,0.013761803591611233,0.022204049194429087,0.04678084162140818,482,0.15684935372487097,431
ENSMUSG00000019854,Reps1,Gene Expression,0.013759790267751277,0.022309273387873585,0.04697363046843035,1124,0.3716901532437791,868
ENSMUSG00000039616,Mocos,Gene Expression,0.013755990121502712,0.019932942143563448,0.04233457700789491,37,0.012784409054117141,37
ENSMUSG00000010097,Nxf1,Gene Expression,0.013743141842339827,0.02248126572478526,0.047321221623974216,1334,0.4417084585780052,1021
ENSMUSG00000059022,Kcp,Gene Expression,0.013739694170650714,0.021269023963071287,0.044953788919479064,68,0.022265742153150428,68
ENSMUSG00000030960,Eef1akmt2,Gene Expression,0.013738979103785723,0.02248782282034978,0.047330174369559046,888,0.29106563941448865,723
ENSMUSG00000059555,Tor4a,Gene Expression,0.013734086038942012,0.017979930100955333,0.03852118927875966,23,0.00857165632738361,23
ENSMUSG00000001157,Gmcl1,Gene Expression,0.01372746159269282,0.02259027977919592,0.04753607577422934,898,0.2960869485518911,740
ENSMUSG00000044807,Zfp354c,Gene Expression,0.01372653010660854,0.022594681108429215,0.047540467911877285,813,0.26612813076475056,678
ENSMUSG00000020963,Tshr,Gene Expression,0.013723522036740422,0.01089729290087127,0.02415558754375263,7,0.0017646001299071038,7
ENSMUSG00000006299,Aamp,Gene Expression,0.013722972916227321,0.022684965146812175,0.04771576983476086,5809,1.952820719463484,2298
ENSMUSG00000069631,Strada,Gene Expression,0.013721223740255787,0.022626908164532722,0.0475985256330289,637,0.20910673858763912,550
ENSMUSG00000017176,Nt5c3b,Gene Expression,0.013720599107950975,0.022710152190550836,0.04775896884048279,1818,0.6215511291775455,1276
ENSMUSG00000037434,Slc30a1,Gene Expression,0.01371875139406271,0.022687471230939282,0.04771615570929736,888,0.30217544666270935,744
ENSMUSG00000032376,Usp3,Gene Expression,0.013718178375196852,0.022621091197783327,0.04759116206525967,544,0.17897242382084744,479
ENSMUSG00000046167,Gldn,Gene Expression,0.01371416488383205,0.02013454223369604,0.0427097610375892,33,0.01139200379753989,33
ENSMUSG00000097191,Mm2pr,Gene Expression,0.013711885701238147,0.017229047456679414,0.037028303269172703,15,0.004688298948466845,15
ENSMUSG00000022412,Mief1,Gene Expression,0.01371097113187375,0.022732984221091712,0.04779230739235654,673,0.22584557323422244,596
ENSMUSG00000045648,Vwc2l,Gene Expression,0.013709937263476656,0.022243462310916673,0.04683986159445184,144,0.04693935797519341,138
ENSMUSG00000032030,Cul5,Gene Expression,0.013707126482719758,0.022824622077116663,0.04797514179990636,1324,0.43203625243996535,1001
ENSMUSG00000032925,Itgbl1,Gene Expression,0.013705900860081978,0.019246200791064316,0.04098620804930292,25,0.008820473170519223,25
ENSMUSG00000027678,Ncoa3,Gene Expression,0.01370176015410885,0.022780073815667823,0.047886405041346544,559,0.19407717005843023,493
ENSMUSG00000027384,Ndufaf5,Gene Expression,0.013698865969192666,0.022924193205696275,0.04816964561908809,1632,0.5297711735573009,1188
ENSMUSG00000021264,Yy1,Gene Expression,0.013692640605686016,0.02298005951943982,0.04827222318684782,1808,0.6076667264555822,1260
ENSMUSG00000020455,Trim11,Gene Expression,0.0136895170827579,0.022922354754870033,0.04816964561908809,632,0.20528691187996906,530
ENSMUSG00000047090,Tmem198b,Gene Expression,0.013688150242519289,0.022714887995183952,0.04776403878946357,237,0.0815902652219592,226
ENSMUSG00000037286,Stag1,Gene Expression,0.013683974164671642,0.02285221822735739,0.04802823235425373,573,0.19724429114065947,506
ENSMUSG00000044576,Garem2,Gene Expression,0.01368091803513019,0.02294523634492407,0.0482089318337206,435,0.16483697420224275,402
ENSMUSG00000019718,L3hypdh,Gene Expression,0.013680871243764756,0.022537157434118216,0.04742915000271713,151,0.04939647685641142,145
ENSMUSG00000021363,Mak,Gene Expression,0.013673011647651922,0.022182246273309447,0.046744493531528285,84,0.025932685026983794,81
ENSMUSG00000037578,Pkd2l1,Gene Expression,0.013672341896171804,0.020919207566714615,0.044273637606941904,35,0.01540513421172642,35
ENSMUSG00000037573,Tob1,Gene Expression,0.01366410275471351,0.023241702631069616,0.04880686280820752,1264,0.4323821393035326,946
ENSMUSG00000043831,Lysmd4,Gene Expression,0.013662687115576033,0.02327208520921875,0.04886067639634032,1681,0.5550054080253348,1183
ENSMUSG00000099876,Gm29650,Gene Expression,0.013648412126078221,0.022401980275261302,0.04715916413310464,89,0.027226164218923016,83
ENSMUSG00000009907,Vps4b,Gene Expression,0.013645284842778433,0.023445141096678057,0.04920390016244295,1834,0.601688987555614,1259
ENSMUSG00000005547,Cyp2a5,Gene Expression,0.01364167266708537,0.004549124515285108,0.01065039476262305,3,0.0009588560609238258,3
ENSMUSG00000021796,Bmpr1a,Gene Expression,0.013641595325472338,0.023453522497143053,0.04921646232699764,1155,0.41072753034078113,892
ENSMUSG00000046658,Zfp316,Gene Expression,0.013638715812270033,0.023430112241339396,0.049177383110551344,638,0.20784428877634975,551
ENSMUSG00000026380,Tfcp2l1,Gene Expression,0.013634878059389517,0.02174594758956805,0.045895700357518596,51,0.019776736192470022,50
ENSMUSG00000031060,Rbm10,Gene Expression,0.01363216484551088,0.023567682128359024,0.049445921328125794,1375,0.4577731429552263,1047
ENSMUSG00000038848,Ythdf1,Gene Expression,0.013620923929356814,0.02368810598200155,0.04968335367986114,1683,0.550301301755796,1208
ENSMUSG00000027502,Rtf2,Gene Expression,0.013620357085778126,0.023702455022552638,0.049708374436843755,2312,0.7698741527255508,1465
ENSMUSG00000008200,Fnbp4,Gene Expression,0.013617169643820953,0.02366305337953878,0.049635875906600437,743,0.240249197369994,629
ENSMUSG00000038094,Atp13a4,Gene Expression,0.013612304140680669,0.023373846616941973,0.049064300081583315,213,0.07495097078261942,197
ENSMUSG00000001844,Zdhhc4,Gene Expression,0.013610838674992349,0.02376093593056483,0.04982593322012084,1102,0.3728345042873325,878
ENSMUSG00000075703,Selenoi,Gene Expression,0.013609000394260377,0.02377252848673783,0.04984515464702409,954,0.3165419205144071,775
ENSMUSG00000001281,Itgb7,Gene Expression,0.013601659271295991,0.02044248943625826,0.043331665598275865,26,0.010325994778178523,26
ENSMUSG00000020661,Dnmt3a,Gene Expression,0.013596865794803424,0.02391291737360257,0.05010883053073146,1407,0.47943924400671734,1037
ENSMUSG00000031821,Gins2,Gene Expression,0.0135965641035472,0.022177672776674484,0.04673965013582279,50,0.016848526220632584,50
ENSMUSG00000038368,Focad,Gene Expression,0.013595669649333958,0.023863939094177278,0.0500215044128944,703,0.23128246894582122,590
ENSMUSG00000021754,Map3k1,Gene Expression,0.01359540013318882,0.023464021553219805,0.04923346530378385,173,0.06232212266823502,166
ENSMUSG00000097716,1700026J14Rik,Gene Expression,0.013595094174777745,0.017046898520083786,0.036659843315879966,15,0.005267454044108008,15
ENSMUSG00000037103,Dcaf15,Gene Expression,0.013593947023464425,0.023863426027137535,0.0500215044128944,621,0.19941308146688155,537
ENSMUSG00000031879,Ciao2b,Gene Expression,0.013588989262636308,0.024021932425252412,0.05030648111563563,2489,0.8370063861540827,1574
ENSMUSG00000031917,Nip7,Gene Expression,0.01358691260716081,0.024004388083146422,0.05027999069944536,1147,0.380867315340955,892
ENSMUSG00000021010,Npas3,Gene Expression,0.013583935535265058,0.023902046875559968,0.0500911609723048,417,0.1513209078935567,375
ENSMUSG00000021120,Pigh,Gene Expression,0.013582928832801381,0.023605972811682863,0.049521199371307334,341,0.11460702319944173,309
ENSMUSG00000038260,Trpm4,Gene Expression,0.013552901229001657,0.02422117552677938,0.05069789404199242,448,0.1449574293740489,397
ENSMUSG00000015127,Unkl,Gene Expression,0.01355025970532076,0.02435416759811515,0.050955496398378416,981,0.32963102514554093,803
ENSMUSG00000029501,Ankle2,Gene Expression,0.013549204091558815,0.024282658203924612,0.05081105420059352,674,0.22722991031128895,589
ENSMUSG00000063320,1190007I07Rik,Gene Expression,0.013547249822515905,0.024374356539530684,0.05099254386437051,813,0.2699109916302648,674
ENSMUSG00000025869,Nop16,Gene Expression,0.013545375249866645,0.02438281633857864,0.051005048249644594,1345,0.4591529062821635,1001
ENSMUSG00000014551,Mrps25,Gene Expression,0.013545329644319258,0.02446720291614879,0.051171151044422346,2706,0.9070112657500237,1635
ENSMUSG00000022831,Hcls1,Gene Expression,0.013542132124398988,0.02385812979425883,0.05001953449262715,147,0.058237559012236914,141
ENSMUSG00000024854,Pold4,Gene Expression,0.013541746596775664,0.02445991485553689,0.05116111696112298,1024,0.3469395037822458,818
ENSMUSG00000028567,Txndc12,Gene Expression,0.013541219269542774,0.024480286452846833,0.0511933026147481,1306,0.44283447051837577,993
ENSMUSG00000052605,Isoc2b,Gene Expression,0.01354100585110132,0.02426130771936208,0.050771549942607165,301,0.10240217758261336,288
ENSMUSG00000053395,Cacng8,Gene Expression,0.01353542250327555,0.02406681829270707,0.05039020739965084,161,0.05228421815989691,154
ENSMUSG00000087095,Emx2os,Gene Expression,0.013535177657760978,0.023253028583838375,0.048825656094273875,71,0.023923987983397215,70
ENSMUSG00000027173,Depdc7,Gene Expression,0.013532082644777534,0.023203951125125855,0.0487375495260797,71,0.025997349285250108,66
ENSMUSG00000031153,Gripap1,Gene Expression,0.013529176005993205,0.024621689404400238,0.05146281281147609,1853,0.6125059513614146,1282
ENSMUSG00000035696,Rnf38,Gene Expression,0.013528085140691733,0.024594909485864846,0.051422534141828555,950,0.31337733982749505,776
ENSMUSG00000025485,Ric8a,Gene Expression,0.013524543301653624,0.02467297803452495,0.05155952199585806,1938,0.6347036977456506,1312
ENSMUSG00000108776,Gm45169,Gene Expression,0.01352170745384476,0.023970359892130366,0.05021383436564966,143,0.04629025896429997,133
ENSMUSG00000028392,Bspry,Gene Expression,0.013512895812260589,0.017114338539180762,0.036793320526258846,15,0.0039054015956707703,15
ENSMUSG00000034855,Cxcl10,Gene Expression,0.013510596033796844,0.013684847986986659,0.029832503930884328,9,0.0027220705290868777,8
ENSMUSG00000050721,Plekho2,Gene Expression,0.013505628760972443,0.02460205698857454,0.05143224369322024,308,0.11399365268884658,286
ENSMUSG00000057147,Dph6,Gene Expression,0.013503631680113143,0.02473291244296849,0.05167425538781091,474,0.15599452304638012,417
ENSMUSG00000026499,Acbd3,Gene Expression,0.01350135531485473,0.024854100418991942,0.05191161437655251,799,0.270372849816035,678
ENSMUSG00000014932,Yes1,Gene Expression,0.01349899182035461,0.02461871947554628,0.051461840954988076,263,0.09235001243787308,252
ENSMUSG00000031715,Smarca5,Gene Expression,0.013497402233279854,0.024952372338903572,0.05210097950304248,1774,0.5909673288173658,1240
ENSMUSG00000001942,Siae,Gene Expression,0.013495990979316873,0.024793698161003075,0.05179598688424315,438,0.14051896356465568,386
ENSMUSG00000032384,Csnk1g1,Gene Expression,0.013493378344906505,0.02484322150857854,0.051894168039881804,436,0.1401253652423213,398
ENSMUSG00000002227,Mov10,Gene Expression,0.013491958104724831,0.02457830750111456,0.0513930533641626,235,0.07427682335848305,210
ENSMUSG00000035620,Ric8b,Gene Expression,0.013485067356255325,0.025044170475474026,0.05227671593661231,1264,0.42490857084503475,980
ENSMUSG00000112000,Gm47956,Gene Expression,0.013482353188027194,0.018373412243849696,0.039293072294366405,11,0.003247740586110388,11
ENSMUSG00000061479,Snrpa,Gene Expression,0.013480799684991033,0.02513604732367125,0.05245094253122002,2408,0.8044024707413167,1520
ENSMUSG00000025245,Lztfl1,Gene Expression,0.013476536422201806,0.025148669330728124,0.05246523973903976,1077,0.3470722236141564,867
ENSMUSG00000017286,Glod4,Gene Expression,0.013473312386118402,0.02515067098138135,0.05246523973903976,898,0.3176201278893804,741
ENSMUSG00000037174,Elf2,Gene Expression,0.013472455065383294,0.02513784950167408,0.05245094253122002,676,0.2303224187134774,594
ENSMUSG00000015542,Nat9,Gene Expression,0.013470840016931272,0.025195713459490676,0.05254499414392208,961,0.3188517390779571,781
ENSMUSG00000027953,Slc50a1,Gene Expression,0.01346873960809809,0.02524869721169587,0.05263945966278465,1518,0.507654657285306,1118
ENSMUSG00000024926,Kat5,Gene Expression,0.013467600536028817,0.025262331102149593,0.052661111862392605,1677,0.5602579750084039,1197
ENSMUSG00000021044,Adck1,Gene Expression,0.013466798091141353,0.025247641326581194,0.05263945966278465,1098,0.35805077460483004,882
ENSMUSG00000020982,Nemf,Gene Expression,0.013462644082146237,0.025264209429309847,0.052661111862392605,1203,0.4074862031882891,926
ENSMUSG00000006732,Mettl1,Gene Expression,0.013462002156645385,0.025047077801799933,0.05227747296151354,308,0.10127481571466204,275
ENSMUSG00000021140,Pcnx,Gene Expression,0.013456202389892067,0.02528453921843621,0.052698140783560256,614,0.20458856856451696,513
ENSMUSG00000074749,Kiz,Gene Expression,0.013452503877316736,0.025308172188127642,0.05273669636199354,561,0.19217459970273373,486
ENSMUSG00000076431,Sox4,Gene Expression,0.013451891743760045,0.025288513906973842,0.05270107828209278,503,0.17487397567993213,436
ENSMUSG00000022967,Ifnar1,Gene Expression,0.013451701929700237,0.02535367864085969,0.052826163691462626,681,0.23681275884563283,581
ENSMUSG00000027776,Il12a,Gene Expression,0.013450641041628455,0.023946801130370288,0.05017247152046162,57,0.017301744640369546,56
ENSMUSG00000035629,Rubcn,Gene Expression,0.01344958908773468,0.025448897460429443,0.05301380545802702,1647,0.5489002466742144,1168
ENSMUSG00000058997,Vwa8,Gene Expression,0.013447785664888311,0.025426970065825616,0.05297349893847698,889,0.31032164563890496,750
ENSMUSG00000018405,Mrm1,Gene Expression,0.013446432183867318,0.02521725999682145,0.05258459088253145,336,0.10829753547308021,313
ENSMUSG00000026596,Abl2,Gene Expression,0.013434567050413059,0.025581769849368552,0.05325819616795983,946,0.30969150794224093,772
ENSMUSG00000054675,Tmem119,Gene Expression,0.013433727098544995,0.025539600674550744,0.05319196636840739,872,0.3333992649441357,699
ENSMUSG00000021737,Psmd6,Gene Expression,0.013425325778907883,0.02572726292432792,0.05355024209902663,3536,1.1716327869166998,1867
ENSMUSG00000047246,Hist1h2be,Gene Expression,0.013417098588463764,0.02497743095629601,0.05214800219168142,109,0.038456758342257286,102
ENSMUSG00000096014,Sox1,Gene Expression,0.013415159817720481,0.025187946717052823,0.05253412968072418,381,0.14657504747240996,334
ENSMUSG00000084950,Gm5577,Gene Expression,0.013413696823732647,0.025096890548259587,0.05237611940506348,131,0.038841985403771935,121
ENSMUSG00000075270,Pde11a,Gene Expression,0.013406818880584984,0.022723932850976958,0.0477781676891281,27,0.008845141002484687,27
ENSMUSG00000028830,AU040320,Gene Expression,0.013405451935171083,0.02592645099745483,0.053948446195858604,1537,0.5173948858231038,1146
ENSMUSG00000056459,Zbtb25,Gene Expression,0.013400539430805377,0.025560561886824873,0.05321943685040339,238,0.07652182046683545,225
ENSMUSG00000039952,Dag1,Gene Expression,0.01339793599464752,0.02601612317543256,0.054120155444396974,1994,0.6783843965040243,1377
ENSMUSG00000046879,Irgm1,Gene Expression,0.013396809196659367,0.025559301871641793,0.05321943685040339,200,0.06422399144700311,188
ENSMUSG00000043301,Kcnj6,Gene Expression,0.013391592654451327,0.024009060748875877,0.05028465124119747,57,0.01786995691137028,54
ENSMUSG00000096974,Gm26881,Gene Expression,0.013391468740871897,0.026008843767368006,0.054114410204254434,785,0.27886153181050344,650
ENSMUSG00000046312,Myorg,Gene Expression,0.013383993922183077,0.026064114191066245,0.05421293529829553,688,0.2506357890627821,577
ENSMUSG00000038828,Tmem214,Gene Expression,0.013379559784597045,0.026214522833044374,0.05450922642531008,1767,0.5799204031527153,1236
ENSMUSG00000003604,Aven,Gene Expression,0.013379470372365235,0.02601687379131934,0.054120155444396974,428,0.15284044984999537,385
ENSMUSG00000024352,Spata24,Gene Expression,0.013372431302030828,0.026102194618743635,0.054286645702315166,445,0.1513610599682929,383
ENSMUSG00000078619,Smarcd2,Gene Expression,0.013369938044082787,0.02617258370791431,0.05442752907130191,451,0.15608369306041872,417
ENSMUSG00000047443,Erfe,Gene Expression,0.013365343765001746,0.016637706261651397,0.03583613309282515,9,0.002569897489335912,9
ENSMUSG00000022000,Zc3h13,Gene Expression,0.013365288493526235,0.02633395547709716,0.05473540887509956,1061,0.34855803337532476,846
ENSMUSG00000044468,Tent5c,Gene Expression,0.013365022317405877,0.024718831061155244,0.05165008801061568,75,0.027785074809349657,70
ENSMUSG00000000628,Hk2,Gene Expression,0.013364643966915682,0.02488542783792047,0.05197176268193943,66,0.025385127068667093,64
ENSMUSG00000054409,Tmem74,Gene Expression,0.013354603337348446,0.023886056435665326,0.050062756928617475,41,0.013911125054448937,41
ENSMUSG00000029594,Rbm19,Gene Expression,0.01335264613473425,0.026289288970068103,0.05464809800678732,334,0.10818935130097343,313
ENSMUSG00000044864,Ankrd50,Gene Expression,0.013348846922012452,0.026511491710136115,0.055076898846684104,978,0.32715868984718555,798
ENSMUSG00000029601,Iqcd,Gene Expression,0.013346488275431357,0.025655788300545268,0.05340688163404621,121,0.040362354484713786,114
ENSMUSG00000029669,Tspan12,Gene Expression,0.013344726936139825,0.02647683569439585,0.05501568853096676,615,0.22440478009134415,536
ENSMUSG00000086604,Gm15510,Gene Expression,0.013344307030634705,0.025863619575512864,0.053823156458603756,136,0.0437715505622344,131
ENSMUSG00000038580,Sct,Gene Expression,0.013343820308289454,0.01912390664828978,0.04075111898998706,14,0.004887809921839105,13
ENSMUSG00000014856,Tmem208,Gene Expression,0.013340316247530093,0.0266462204662421,0.05534525864507913,2219,0.7391850755632345,1421
ENSMUSG00000017724,Etv4,Gene Expression,0.01334005475590162,0.02627752973096409,0.0546291814200492,244,0.08784976594305056,225
ENSMUSG00000039509,Nup133,Gene Expression,0.013333311846486772,0.026655793601213507,0.05535954546535891,837,0.26991945997667627,682
ENSMUSG00000087433,Gm14167,Gene Expression,0.013331363524209626,0.02166095302111337,0.04573040991324151,17,0.004530160123806943,17
ENSMUSG00000027411,Vps16,Gene Expression,0.013331079106812315,0.026737797245300232,0.05551862811880412,1379,0.4486370061649027,1059
ENSMUSG00000039483,Asb6,Gene Expression,0.01332655590872911,0.026771446098880602,0.05558287909604882,1178,0.3852217875918515,915
ENSMUSG00000105541,Gm43136,Gene Expression,0.013314547141414286,0.012263847394752503,0.026960779120149322,5,0.001424630633625397,5
ENSMUSG00000031583,Wrn,Gene Expression,0.013314075007688844,0.02639538093997662,0.054851983211701365,173,0.05935194162816904,164
ENSMUSG00000006378,Gcat,Gene Expression,0.013313007048546686,0.026834811749219645,0.055708626982363285,615,0.2166972809661147,537
ENSMUSG00000029570,Lfng,Gene Expression,0.013309875933057855,0.026837435808238386,0.055708626982363285,490,0.1807513986688496,436
ENSMUSG00000097899,Gm16894,Gene Expression,0.013308452407554065,0.0193698304462826,0.04121103942506521,12,0.004494001403278217,12
ENSMUSG00000037020,Wdr62,Gene Expression,0.01330175619856057,0.02394817249462844,0.05017247152046162,31,0.011522669790893603,30
ENSMUSG00000021258,Ccnk,Gene Expression,0.013298635609197414,0.02703922356148869,0.05609915258000643,745,0.25871936121431466,643
ENSMUSG00000036555,Iqce,Gene Expression,0.013296440499921718,0.026979672393251608,0.05598125337308969,486,0.16012400635611782,432
